flow_duration_s,n_packets_eff,flow_packets_s,flow_bytes_s,fwd_packets,bwd_packets,syn_count,ack_count,rst_count,psh_count,flow_iat_mean,fwd_iat_mean,bwd_iat_mean,fwd_header_bytes,bwd_header_bytes,avg_pkt_size,flow_id,capture_file,family,proba,error
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|172.16.4.157|55821|192.168.10.11|80,flash traffic_with_r.pcap,flash_traffic,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|172.16.4.158|42559|192.168.10.11|80,flash traffic_with_r.pcap,flash_traffic,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|172.16.4.159|38034|192.168.10.11|80,flash traffic_with_r.pcap,flash_traffic,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|172.16.4.160|34799|192.168.10.11|80,flash traffic_with_r.pcap,flash_traffic,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|172.16.4.252|49237|192.168.10.11|80,flash traffic_with_r.pcap,flash_traffic,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|172.16.5.52|45182|192.168.10.11|80,flash traffic_with_r.pcap,flash_traffic,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|172.16.5.97|46643|192.168.10.11|80,flash traffic_with_r.pcap,flash_traffic,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50277|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50278|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50284|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50285|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50289|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50310|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50315|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50322|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50323|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50326|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50327|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50328|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50331|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50333|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50345|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50346|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50355|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50363|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50369|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50382|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50383|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50389|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50395|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50396|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
0.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,74.0,6|10.10.0.12|50398|192.168.10.11|80,http flood get_2nd.pcap,http_flood,0.00029459947821996606,FN
1019.96027,103,0.10098433,8.684652,103.0,0.0,0.0,0.0,0.0,0.0,9.99961,9.99961,0.0,2060.0,0.0,86.0,89|192.168.20.2|0|224.0.0.5|0,http low rate_2nd.pcap,http_low_rate,0.3064647829340122,FN
1019.9603,103,0.10098432,8.684651,103.0,0.0,0.0,0.0,0.0,0.0,9.999611,9.999611,0.0,2060.0,0.0,86.0,89|192.168.20.2|0|224.0.0.5|0,http low rate_3rd.pcap,http_low_rate,0.4161090527761142,FN
999.96594,102,0.10200348,8.772299,102.0,0.0,0.0,0.0,0.0,0.0,9.900653,9.900653,0.0,2040.0,0.0,86.0,89|192.168.20.1|0|224.0.0.5|0,slowbody_2nd.pcap,http_slow_body,0.10139075474675552,FN
999.96136,101,0.1010039,8.686336,101.0,0.0,0.0,0.0,0.0,0.0,9.999614,9.999614,0.0,2020.0,0.0,86.0,89|192.168.20.2|0|224.0.0.5|0,slow header_2nd.pcap,http_slow_header,0.4665849283815665,FN
383.99118,14,0.03645917,12.031527,14.0,0.0,0.0,0.0,0.0,0.0,29.537783,29.537783,0.0,392.0,0.0,330.0,17|0.0.0.0|68|255.255.255.255|67,tcp syn fast_3rd.pcap,tcp_syn_fast,0.00015006489270455074,FN
386.10443,14,0.03625962,11.965674,14.0,0.0,0.0,0.0,0.0,0.0,29.70034,29.70034,0.0,392.0,0.0,330.0,17|0.0.0.0|68|255.255.255.255|67,tcp syn fast_2nd.pcap,tcp_syn_fast,0.000296984905014736,FN
419.9769,60,0.142865,51.288536,60.0,0.0,0.0,0.0,0.0,0.0,7.1182528,7.1182528,0.0,1680.0,0.0,359.0,17|10.90.90.90|62992|255.255.255.255|62976,tcp syn fast_2nd.pcap,tcp_syn_fast,0.001016921537097085,FN
409.9859,43,0.10488165,9.019822,43.0,0.0,0.0,0.0,0.0,0.0,9.761569,9.761569,0.0,860.0,0.0,86.0,89|192.168.20.1|0|224.0.0.5|0,tcp syn fast_3rd.pcap,tcp_syn_fast,0.002623790739453178,FN
429.9833,44,0.10232955,8.800342,44.0,0.0,0.0,0.0,0.0,0.0,9.999612,9.999612,0.0,880.0,0.0,86.0,89|192.168.20.2|0|224.0.0.5|0,tcp syn fast_2nd.pcap,tcp_syn_fast,0.08972472224868765,FN
409.98407,42,0.102443,8.810099,42.0,0.0,0.0,0.0,0.0,0.0,9.999612,9.999612,0.0,840.0,0.0,86.0,89|192.168.20.2|0|224.0.0.5|0,tcp syn fast_3rd.pcap,tcp_syn_fast,0.321583905685373,FN
389.98615,42,0.10769613,9.456746,42.0,0.0,0.0,0.0,0.0,0.0,9.511857,9.511857,0.0,840.0,0.0,87.809525,89|192.168.20.3|0|224.0.0.5|0,tcp syn low_2nd.pcap,tcp_syn_low,0.0009424932243034707,FN
379.9869,42,0.11053012,9.705598,42.0,0.0,0.0,0.0,0.0,0.0,9.267973,9.267973,0.0,840.0,0.0,87.809525,89|192.168.20.1|0|224.0.0.5|0,tcp syn low_2nd.pcap,tcp_syn_low,0.0015270227817948308,FN
258.24826,9,0.034850184,11.508306,9.0,0.0,0.0,0.0,0.0,0.0,32.281033,32.281033,0.0,252.0,0.0,330.22223,17|0.0.0.0|68|255.255.255.255|67,tcp syn low_2nd.pcap,tcp_syn_low,0.33669661029912606,FN
